date,item,item_name,dept,dow,holiday,is_closed,tmax_f,weather,snow_tomorrow,payday,produced,sold,wasted,stockout,unit_price,unit_cost,true_demand,lost_sales,true_mean
2023-07-18,pizza-slice,Pizza Slice,Pizza,1,,0,87.3,rain,0,0,32.0,32.0,0.0,1,3.49,0.9,34.0,2.0,26.439
2023-07-18,doughnut,Doughnut,Bakery,1,,0,87.3,rain,0,0,72.0,67.0,5.0,0,1.19,0.25,67.0,0.0,53.941
2023-07-18,cake,Cake,Bakery,1,,0,87.3,rain,0,0,4.0,2.0,2.0,0,12.99,4.5,2.0,0.0,2.88
2023-07-18,bread,Bread Loaf,Bakery,1,,0,87.3,rain,0,0,27.0,24.0,3.0,0,3.99,1.1,24.0,0.0,19.385
2023-07-18,rotisserie,Rotisserie Chicken,Hot Foods,1,,0,87.3,rain,0,0,40.0,31.0,9.0,0,7.99,3.2,31.0,0.0,24.326
2023-07-18,hotbar-lb,Hot Bar (per lb),Hot Foods,1,,0,87.3,rain,0,0,35.0,35.0,0.0,1,9.99,3.5,42.1,7.100000000000001,33.06
2023-07-18,sushi,Sushi Roll,Fresh Foods,1,,0,87.3,rain,0,0,25.0,25.0,0.0,1,8.99,3.8,28.0,3.0,23.294
2023-07-18,sub,Sub / Sandwich,Fresh Foods,1,,0,87.3,rain,0,0,25.0,22.0,3.0,0,5.99,1.8,22.0,0.0,20.542
2023-07-19,pizza-whole,Whole Pizza,Pizza,2,,0,87.8,rain,0,0,22.0,17.0,5.0,0,7.99,2.6,17.0,0.0,13.104
2023-07-19,pizza-slice,Pizza Slice,Pizza,2,,0,87.8,rain,0,0,40.0,32.0,8.0,0,3.49,0.9,32.0,0.0,27.695
2023-07-19,doughnut,Doughnut,Bakery,2,,0,87.8,rain,0,0,84.0,62.0,22.0,0,1.19,0.25,62.0,0.0,57.313
2023-07-19,cake,Cake,Bakery,2,,0,87.8,rain,0,0,5.0,5.0,0.0,1,12.99,4.5,5.0,0.0,3.29
2023-07-19,bread,Bread Loaf,Bakery,2,,0,87.8,rain,0,0,25.0,22.0,3.0,0,3.99,1.1,22.0,0.0,20.483
2023-07-19,rotisserie,Rotisserie Chicken,Hot Foods,2,,0,87.8,rain,0,0,40.0,27.0,13.0,0,7.99,3.2,27.0,0.0,25.575
2023-07-19,hotbar-lb,Hot Bar (per lb),Hot Foods,2,,0,87.8,rain,0,0,45.0,40.2,4.799999999999997,0,9.99,3.5,40.2,0.0,34.482
2023-07-19,sushi,Sushi Roll,Fresh Foods,2,,0,87.8,rain,0,0,40.0,29.0,11.0,0,8.99,3.8,29.0,0.0,24.561
2023-07-19,sub,Sub / Sandwich,Fresh Foods,2,,0,87.8,rain,0,0,27.0,26.0,1.0,0,5.99,1.8,26.0,0.0,21.55
2023-07-20,pizza-whole,Whole Pizza,Pizza,3,,0,87.2,sunny,0,0,21.0,15.0,6.0,0,7.99,2.6,15.0,0.0,17.083
2023-07-20,pizza-slice,Pizza Slice,Pizza,3,,0,87.2,sunny,0,0,40.0,40.0,0.0,1,3.49,0.9,42.0,2.0,32.308
2023-07-20,doughnut,Doughnut,Bakery,3,,0,87.2,sunny,0,0,84.0,80.0,4.0,0,1.19,0.25,80.0,0.0,70.88
2023-07-20,cake,Cake,Bakery,3,,0,87.2,sunny,0,0,7.0,7.0,0.0,1,12.99,4.5,7.0,0.0,4.315
2023-07-20,bread,Bread Loaf,Bakery,3,,0,87.2,sunny,0,0,31.0,22.0,9.0,0,3.99,1.1,22.0,0.0,25.181
2023-07-20,rotisserie,Rotisserie Chicken,Hot Foods,3,,0,87.2,sunny,0,0,36.0,36.0,0.0,1,7.99,3.2,37.0,1.0,31.383
2023-07-20,hotbar-lb,Hot Bar (per lb),Hot Foods,3,,0,87.2,sunny,0,0,50.0,35.5,14.5,0,9.99,3.5,35.5,0.0,38.604
2023-07-20,sushi,Sushi Roll,Fresh Foods,3,,0,87.2,sunny,0,0,36.0,34.0,2.0,0,8.99,3.8,34.0,0.0,30.044
2023-07-20,sub,Sub / Sandwich,Fresh Foods,3,,0,87.2,sunny,0,0,35.0,27.0,8.0,0,5.99,1.8,27.0,0.0,25.097
2023-07-21,pizza-whole,Whole Pizza,Pizza,4,,0,89.6,sunny,0,0,27.0,27.0,0.0,1,7.99,2.6,27.0,0.0,28.767
2023-07-21,pizza-slice,Pizza Slice,Pizza,4,,0,89.6,sunny,0,0,48.0,37.0,11.0,0,3.49,0.9,37.0,0.0,33.774
2023-07-21,doughnut,Doughnut,Bakery,4,,0,89.6,sunny,0,0,84.0,84.0,0.0,1,1.19,0.25,86.0,2.0,82.536
2023-07-21,cake,Cake,Bakery,4,,0,89.6,sunny,0,0,8.0,6.0,2.0,0,12.99,4.5,6.0,0.0,5.511
2023-07-21,bread,Bread Loaf,Bakery,4,,0,89.6,sunny,0,0,25.0,25.0,0.0,1,3.99,1.1,30.0,5.0,27.729
2023-07-21,rotisserie,Rotisserie Chicken,Hot Foods,4,,0,89.6,sunny,0,0,44.0,29.0,15.0,0,7.99,3.2,29.0,0.0,32.674
2023-07-21,hotbar-lb,Hot Bar (per lb),Hot Foods,4,,0,89.6,sunny,0,0,40.0,40.0,0.0,1,9.99,3.5,40.0,0.0,36.416
2023-07-21,sushi,Sushi Roll,Fresh Foods,4,,0,89.6,sunny,0,0,43.0,42.0,1.0,0,8.99,3.8,42.0,0.0,38.898
2023-07-21,sub,Sub / Sandwich,Fresh Foods,4,,0,89.6,sunny,0,0,29.0,29.0,0.0,1,5.99,1.8,29.0,0.0,27.56
2023-07-22,pizza-whole,Whole Pizza,Pizza,5,,0,97.2,cloudy,0,0,31.0,24.0,7.0,0,7.99,2.6,24.0,0.0,24.825
2023-07-22,pizza-slice,Pizza Slice,Pizza,5,,0,97.2,cloudy,0,0,40.0,24.0,16.0,0,3.49,0.9,24.0,0.0,25.171
2023-07-22,doughnut,Doughnut,Bakery,5,,0,97.2,cloudy,0,0,132.0,82.0,50.0,0,1.19,0.25,82.0,0.0,104.049
2023-07-22,cake,Cake,Bakery,5,,0,97.2,cloudy,0,0,11.0,6.0,5.0,0,12.99,4.5,6.0,0.0,7.07
2023-07-22,bread,Bread Loaf,Bakery,5,,0,97.2,cloudy,0,0,36.0,26.0,10.0,0,3.99,1.1,26.0,0.0,27.638
2023-07-22,rotisserie,Rotisserie Chicken,Hot Foods,5,,0,97.2,cloudy,0,0,32.0,26.0,6.0,0,7.99,3.2,26.0,0.0,27.721
2023-07-22,hotbar-lb,Hot Bar (per lb),Hot Foods,5,,0,97.2,cloudy,0,0,40.0,23.4,16.6,0,9.99,3.5,23.4,0.0,25.416
2023-07-22,sushi,Sushi Roll,Fresh Foods,5,,0,97.2,cloudy,0,0,36.0,27.0,9.0,0,8.99,3.8,27.0,0.0,30.832
2023-07-22,sub,Sub / Sandwich,Fresh Foods,5,,0,97.2,cloudy,0,0,29.0,15.0,14.0,0,5.99,1.8,15.0,0.0,21.217
2023-07-23,pizza-whole,Whole Pizza,Pizza,6,,0,95.2,sunny,0,0,24.0,24.0,0.0,1,7.99,2.6,27.0,3.0,17.975
2023-07-23,pizza-slice,Pizza Slice,Pizza,6,,0,95.2,sunny,0,0,32.0,25.0,7.0,0,3.49,0.9,25.0,0.0,20.555
2023-07-23,doughnut,Doughnut,Bakery,6,,0,95.2,sunny,0,0,132.0,110.0,22.0,0,1.19,0.25,110.0,0.0,105.628
2023-07-23,cake,Cake,Bakery,6,,0,95.2,sunny,0,0,6.0,6.0,0.0,1,12.99,4.5,9.0,3.0,5.265
2023-07-23,bread,Bread Loaf,Bakery,6,,0,95.2,sunny,0,0,29.0,29.0,0.0,1,3.99,1.1,29.0,0.0,23.999
2023-07-23,rotisserie,Rotisserie Chicken,Hot Foods,6,,0,95.2,sunny,0,0,56.0,42.0,14.0,0,7.99,3.2,42.0,0.0,38.053
2023-07-23,hotbar-lb,Hot Bar (per lb),Hot Foods,6,,0,95.2,sunny,0,0,35.0,22.7,12.3,0,9.99,3.5,22.7,0.0,25.292
2023-07-23,sushi,Sushi Roll,Fresh Foods,6,,0,95.2,sunny,0,0,33.0,22.0,11.0,0,8.99,3.8,22.0,0.0,24.883
2023-07-23,sub,Sub / Sandwich,Fresh Foods,6,,0,95.2,sunny,0,0,22.0,18.0,4.0,0,5.99,1.8,18.0,0.0,17.488
2023-07-24,pizza-whole,Whole Pizza,Pizza,0,,0,96.9,sunny,0,0,18.0,14.0,4.0,0,7.99,2.6,14.0,0.0,14.379
2023-07-24,pizza-slice,Pizza Slice,Pizza,0,,0,96.9,sunny,0,0,40.0,25.0,15.0,0,3.49,0.9,25.0,0.0,30.832
2023-07-24,doughnut,Doughnut,Bakery,0,,0,96.9,sunny,0,0,72.0,60.0,12.0,0,1.19,0.25,60.0,0.0,66.429
2023-07-24,cake,Cake,Bakery,0,,0,96.9,sunny,0,0,5.0,4.0,1.0,0,12.99,4.5,4.0,0.0,3.587
2023-07-24,bread,Bread Loaf,Bakery,0,,0,96.9,sunny,0,0,30.0,17.0,13.0,0,3.99,1.1,17.0,0.0,24.026
2023-07-24,rotisserie,Rotisserie Chicken,Hot Foods,0,,0,96.9,sunny,0,0,36.0,29.0,7.0,0,7.99,3.2,29.0,0.0,30.601
2023-07-24,hotbar-lb,Hot Bar (per lb),Hot Foods,0,,0,96.9,sunny,0,0,45.0,32.5,12.5,0,9.99,3.5,32.5,0.0,36.782
2023-07-24,sushi,Sushi Roll,Fresh Foods,0,,0,96.9,sunny,0,0,32.0,23.0,9.0,0,8.99,3.8,23.0,0.0,27.944
2023-07-24,sub,Sub / Sandwich,Fresh Foods,0,,0,96.9,sunny,0,0,26.0,23.0,3.0,0,5.99,1.8,23.0,0.0,25.764
2023-07-25,pizza-whole,Whole Pizza,Pizza,1,,0,83.2,sunny,0,0,15.0,13.0,2.0,0,7.99,2.6,13.0,0.0,13.479
2023-07-25,pizza-slice,Pizza Slice,Pizza,1,,0,83.2,sunny,0,0,32.0,32.0,0.0,1,3.49,0.9,45.0,13.0,30.831
2023-07-25,doughnut,Doughnut,Bakery,1,,0,83.2,sunny,0,0,72.0,69.0,3.0,0,1.19,0.25,69.0,0.0,63.444
2023-07-25,cake,Cake,Bakery,1,,0,83.2,sunny,0,0,3.0,3.0,0.0,1,12.99,4.5,4.0,1.0,3.346
2023-07-25,bread,Bread Loaf,Bakery,1,,0,83.2,sunny,0,0,26.0,24.0,2.0,0,3.99,1.1,24.0,0.0,22.787
2023-07-25,rotisserie,Rotisserie Chicken,Hot Foods,1,,0,83.2,sunny,0,0,40.0,27.0,13.0,0,7.99,3.2,27.0,0.0,28.725
2023-07-25,hotbar-lb,Hot Bar (per lb),Hot Foods,1,,0,83.2,sunny,0,0,40.0,40.0,0.0,1,9.99,3.5,50.7,10.700000000000003,39.448
2023-07-25,sushi,Sushi Roll,Fresh Foods,1,,0,83.2,sunny,0,0,30.0,30.0,0.0,1,8.99,3.8,33.0,3.0,26.899
2023-07-25,sub,Sub / Sandwich,Fresh Foods,1,,0,83.2,sunny,0,0,29.0,27.0,2.0,0,5.99,1.8,27.0,0.0,23.665
2023-07-26,pizza-whole,Whole Pizza,Pizza,2,,0,84.6,rain,0,0,20.0,11.0,9.0,0,7.99,2.6,11.0,0.0,13.093
2023-07-26,pizza-slice,Pizza Slice,Pizza,2,,0,84.6,rain,0,0,48.0,31.0,17.0,0,3.49,0.9,31.0,0.0,27.684
2023-07-26,doughnut,Doughnut,Bakery,2,,0,84.6,rain,0,0,84.0,48.0,36.0,0,1.19,0.25,48.0,0.0,57.733
2023-07-26,cake,Cake,Bakery,2,,0,84.6,rain,0,0,6.0,3.0,3.0,0,12.99,4.5,3.0,0.0,3.276
2023-07-26,bread,Bread Loaf,Bakery,2,,0,84.6,rain,0,0,27.0,19.0,8.0,0,3.99,1.1,19.0,0.0,20.641
2023-07-26,rotisserie,Rotisserie Chicken,Hot Foods,2,,0,84.6,rain,0,0,32.0,23.0,9.0,0,7.99,3.2,23.0,0.0,25.829
2023-07-26,hotbar-lb,Hot Bar (per lb),Hot Foods,2,,0,84.6,rain,0,0,45.0,37.1,7.899999999999999,0,9.99,3.5,37.1,0.0,35.125
2023-07-26,sushi,Sushi Roll,Fresh Foods,2,,0,84.6,rain,0,0,42.0,19.0,23.0,0,8.99,3.8,19.0,0.0,24.368
2023-07-26,sub,Sub / Sandwich,Fresh Foods,2,,0,84.6,rain,0,0,27.0,22.0,5.0,0,5.99,1.8,22.0,0.0,21.329
2023-07-27,pizza-whole,Whole Pizza,Pizza,3,,0,81.2,sunny,0,0,18.0,13.0,5.0,0,7.99,2.6,13.0,0.0,17.072
2023-07-27,pizza-slice,Pizza Slice,Pizza,3,,0,81.2,sunny,0,0,40.0,33.0,7.0,0,3.49,0.9,33.0,0.0,32.298
2023-07-27,doughnut,Doughnut,Bakery,3,,0,81.2,sunny,0,0,84.0,65.0,19.0,0,1.19,0.25,65.0,0.0,71.609
2023-07-27,cake,Cake,Bakery,3,,0,81.2,sunny,0,0,7.0,3.0,4.0,0,12.99,4.5,3.0,0.0,4.296
2023-07-27,bread,Bread Loaf,Bakery,3,,0,81.2,sunny,0,0,31.0,22.0,9.0,0,3.99,1.1,22.0,0.0,25.377
2023-07-27,rotisserie,Rotisserie Chicken,Hot Foods,3,,0,81.2,sunny,0,0,44.0,26.0,18.0,0,7.99,3.2,26.0,0.0,31.934
2023-07-27,hotbar-lb,Hot Bar (per lb),Hot Foods,3,,0,81.2,sunny,0,0,50.0,36.9,13.100000000000001,0,9.99,3.5,36.9,0.0,39.878
2023-07-27,sushi,Sushi Roll,Fresh Foods,3,,0,81.2,sunny,0,0,36.0,19.0,17.0,0,8.99,3.8,19.0,0.0,29.565
2023-07-27,sub,Sub / Sandwich,Fresh Foods,3,,0,81.2,sunny,0,0,36.0,17.0,19.0,0,5.99,1.8,17.0,0.0,24.636
2023-07-28,pizza-whole,Whole Pizza,Pizza,4,,0,76.8,cloudy,0,0,29.0,21.0,8.0,0,7.99,2.6,21.0,0.0,27.382
2023-07-28,pizza-slice,Pizza Slice,Pizza,4,,0,76.8,cloudy,0,0,48.0,42.0,6.0,0,3.49,0.9,42.0,0.0,32.158
2023-07-28,doughnut,Doughnut,Bakery,4,,0,76.8,cloudy,0,0,96.0,64.0,32.0,0,1.19,0.25,64.0,0.0,79.972
2023-07-28,cake,Cake,Bakery,4,,0,76.8,cloudy,0,0,6.0,4.0,2.0,0,12.99,4.5,4.0,0.0,5.225
2023-07-28,bread,Bread Loaf,Bakery,4,,0,76.8,cloudy,0,0,28.0,26.0,2.0,0,3.99,1.1,26.0,0.0,26.617
2023-07-28,rotisserie,Rotisserie Chicken,Hot Foods,4,,0,76.8,cloudy,0,0,36.0,35.0,1.0,0,7.99,3.2,35.0,0.0,32.237
2023-07-28,hotbar-lb,Hot Bar (per lb),Hot Foods,4,,0,76.8,cloudy,0,0,45.0,40.7,4.299999999999997,0,9.99,3.5,40.7,0.0,37.05
2023-07-28,sushi,Sushi Roll,Fresh Foods,4,,0,76.8,cloudy,0,0,43.0,25.0,18.0,0,8.99,3.8,25.0,0.0,35.748
2023-07-28,sub,Sub / Sandwich,Fresh Foods,4,,0,76.8,cloudy,0,0,30.0,23.0,7.0,0,5.99,1.8,23.0,0.0,25.265
2023-07-29,pizza-whole,Whole Pizza,Pizza,5,,0,75.5,cloudy,0,0,28.0,23.0,5.0,0,7.99,2.6,23.0,0.0,24.815
2023-07-29,pizza-slice,Pizza Slice,Pizza,5,,0,75.5,cloudy,0,0,40.0,23.0,17.0,0,3.49,0.9,23.0,0.0,25.168
2023-07-29,doughnut,Doughnut,Bakery,5,,0,75.5,cloudy,0,0,108.0,108.0,0.0,1,1.19,0.25,108.0,0.0,106.838
2023-07-29,cake,Cake,Bakery,5,,0,75.5,cloudy,0,0,11.0,7.0,4.0,0,12.99,4.5,7.0,0.0,7.037
2023-07-29,bread,Bread Loaf,Bakery,5,,0,75.5,cloudy,0,0,34.0,29.0,5.0,0,3.99,1.1,29.0,0.0,27.86
2023-07-29,rotisserie,Rotisserie Chicken,Hot Foods,5,,0,75.5,cloudy,0,0,36.0,27.0,9.0,0,7.99,3.2,27.0,0.0,29.415
2023-07-29,hotbar-lb,Hot Bar (per lb),Hot Foods,5,,0,75.5,cloudy,0,0,30.0,23.5,6.5,0,9.99,3.5,23.5,0.0,28.422
2023-07-29,sushi,Sushi Roll,Fresh Foods,5,,0,75.5,cloudy,0,0,33.0,33.0,0.0,1,8.99,3.8,36.0,3.0,29.018
2023-07-29,sub,Sub / Sandwich,Fresh Foods,5,,0,75.5,cloudy,0,0,23.0,18.0,5.0,0,5.99,1.8,18.0,0.0,19.919
2023-07-30,pizza-whole,Whole Pizza,Pizza,6,,0,77.6,rain,0,0,25.0,19.0,6.0,0,7.99,2.6,19.0,0.0,15.403
2023-07-30,pizza-slice,Pizza Slice,Pizza,6,,0,77.6,rain,0,0,32.0,14.0,18.0,0,3.49,0.9,14.0,0.0,17.618
2023-07-30,doughnut,Doughnut,Bakery,6,,0,77.6,rain,0,0,156.0,82.0,74.0,0,1.19,0.25,82.0,0.0,92.584
2023-07-30,cake,Cake,Bakery,6,,0,77.6,rain,0,0,6.0,3.0,3.0,0,12.99,4.5,3.0,0.0,4.492
2023-07-30,bread,Bread Loaf,Bakery,6,,0,77.6,rain,0,0,31.0,18.0,13.0,0,3.99,1.1,18.0,0.0,20.738
2023-07-30,rotisserie,Rotisserie Chicken,Hot Foods,6,,0,77.6,rain,0,0,52.0,34.0,18.0,0,7.99,3.2,34.0,0.0,34.244
2023-07-30,hotbar-lb,Hot Bar (per lb),Hot Foods,6,,0,77.6,rain,0,0,35.0,20.4,14.600000000000001,0,9.99,3.5,20.4,0.0,23.761
2023-07-30,sushi,Sushi Roll,Fresh Foods,6,,0,77.6,rain,0,0,34.0,21.0,13.0,0,8.99,3.8,21.0,0.0,20.304
2023-07-30,sub,Sub / Sandwich,Fresh Foods,6,,0,77.6,rain,0,0,24.0,14.0,10.0,0,5.99,1.8,14.0,0.0,14.233
2023-07-31,pizza-whole,Whole Pizza,Pizza,0,,0,85.9,cloudy,0,0,18.0,12.0,6.0,0,7.99,2.6,12.0,0.0,13.692
2023-07-31,pizza-slice,Pizza Slice,Pizza,0,,0,85.9,cloudy,0,0,32.0,32.0,0.0,1,3.49,0.9,37.0,5.0,29.365
2023-07-31,doughnut,Doughnut,Bakery,0,,0,85.9,cloudy,0,0,72.0,72.0,0.0,1,1.19,0.25,80.0,8.0,64.269
2023-07-31,cake,Cake,Bakery,0,,0,85.9,cloudy,0,0,5.0,5.0,0.0,1,12.99,4.5,5.0,0.0,3.4
2023-07-31,bread,Bread Loaf,Bakery,0,,0,85.9,cloudy,0,0,25.0,25.0,0.0,1,3.99,1.1,25.0,0.0,23.07
2023-07-31,rotisserie,Rotisserie Chicken,Hot Foods,0,,0,85.9,cloudy,0,0,36.0,33.0,3.0,0,7.99,3.2,33.0,0.0,30.085
2023-07-31,hotbar-lb,Hot Bar (per lb),Hot Foods,0,,0,85.9,cloudy,0,0,45.0,34.9,10.100000000000001,0,9.99,3.5,34.9,0.0,37.217
2023-07-31,sushi,Sushi Roll,Fresh Foods,0,,0,85.9,cloudy,0,0,31.0,30.0,1.0,0,8.99,3.8,30.0,0.0,25.817
2023-07-31,sub,Sub / Sandwich,Fresh Foods,0,,0,85.9,cloudy,0,0,25.0,22.0,3.0,0,5.99,1.8,22.0,0.0,23.741
2023-08-01,pizza-whole,Whole Pizza,Pizza,1,,0,79.4,sunny,0,1,14.0,14.0,0.0,1,7.99,2.6,18.0,4.0,14.153
2023-08-01,pizza-slice,Pizza Slice,Pizza,1,,0,79.4,sunny,0,1,48.0,35.0,13.0,0,3.49,0.9,35.0,0.0,32.376
2023-08-01,doughnut,Doughnut,Bakery,1,,0,79.4,sunny,0,1,84.0,71.0,13.0,0,1.19,0.25,71.0,0.0,67.177
2023-08-01,cake,Cake,Bakery,1,,0,79.4,sunny,0,1,4.0,3.0,1.0,0,12.99,4.5,3.0,0.0,3.496
2023-08-01,bread,Bread Loaf,Bakery,1,,0,79.4,sunny,0,1,29.0,27.0,2.0,0,3.99,1.1,27.0,0.0,24.126
2023-08-01,rotisserie,Rotisserie Chicken,Hot Foods,1,,0,79.4,sunny,0,1,36.0,29.0,7.0,0,7.99,3.2,29.0,0.0,30.538
2023-08-01,hotbar-lb,Hot Bar (per lb),Hot Foods,1,,0,79.4,sunny,0,1,45.0,41.7,3.299999999999997,0,9.99,3.5,41.7,0.0,42.391
2023-08-01,sushi,Sushi Roll,Fresh Foods,1,,0,79.4,sunny,0,1,34.0,25.0,9.0,0,8.99,3.8,25.0,0.0,27.939
2023-08-01,sub,Sub / Sandwich,Fresh Foods,1,,0,79.4,sunny,0,1,31.0,31.0,0.0,1,5.99,1.8,31.0,0.0,24.515
2023-08-02,pizza-whole,Whole Pizza,Pizza,2,,0,82.2,cloudy,0,1,22.0,17.0,5.0,0,7.99,2.6,17.0,0.0,15.277
2023-08-02,pizza-slice,Pizza Slice,Pizza,2,,0,82.2,cloudy,0,1,40.0,38.0,2.0,0,3.49,0.9,38.0,0.0,32.305
2023-08-02,doughnut,Doughnut,Bakery,2,,0,82.2,cloudy,0,1,84.0,52.0,32.0,0,1.19,0.25,52.0,0.0,67.831
2023-08-02,cake,Cake,Bakery,2,,0,82.2,cloudy,0,1,6.0,5.0,1.0,0,12.99,4.5,5.0,0.0,3.803
2023-08-02,bread,Bread Loaf,Bakery,2,,0,82.2,cloudy,0,1,26.0,26.0,0.0,1,3.99,1.1,26.0,0.0,24.284
2023-08-02,rotisserie,Rotisserie Chicken,Hot Foods,2,,0,82.2,cloudy,0,1,32.0,32.0,0.0,1,7.99,3.2,33.0,1.0,30.406
2023-08-02,hotbar-lb,Hot Bar (per lb),Hot Foods,2,,0,82.2,cloudy,0,1,45.0,45.0,0.0,1,9.99,3.5,51.4,6.399999999999999,41.676
2023-08-02,sushi,Sushi Roll,Fresh Foods,2,,0,82.2,cloudy,0,1,35.0,30.0,5.0,0,8.99,3.8,30.0,0.0,28.232
2023-08-02,sub,Sub / Sandwich,Fresh Foods,2,,0,82.2,cloudy,0,1,31.0,18.0,13.0,0,5.99,1.8,18.0,0.0,24.645
2023-08-03,pizza-whole,Whole Pizza,Pizza,3,,0,81.4,sunny,0,1,16.0,14.0,2.0,0,7.99,2.6,14.0,0.0,17.93
2023-08-03,pizza-slice,Pizza Slice,Pizza,3,,0,81.4,sunny,0,1,48.0,33.0,15.0,0,3.49,0.9,33.0,0.0,33.923
2023-08-03,doughnut,Doughnut,Bakery,3,,0,81.4,sunny,0,1,84.0,84.0,0.0,1,1.19,0.25,88.0,4.0,75.526
2023-08-03,cake,Cake,Bakery,3,,0,81.4,sunny,0,1,7.0,7.0,0.0,1,12.99,4.5,8.0,1.0,4.489
2023-08-03,bread,Bread Loaf,Bakery,3,,0,81.4,sunny,0,1,31.0,22.0,9.0,0,3.99,1.1,22.0,0.0,26.873
2023-08-03,rotisserie,Rotisserie Chicken,Hot Foods,3,,0,81.4,sunny,0,1,44.0,31.0,13.0,0,7.99,3.2,31.0,0.0,33.609
2023-08-03,hotbar-lb,Hot Bar (per lb),Hot Foods,3,,0,81.4,sunny,0,1,55.0,36.6,18.4,0,9.99,3.5,36.6,0.0,42.059
2023-08-03,sushi,Sushi Roll,Fresh Foods,3,,0,81.4,sunny,0,1,35.0,28.0,7.0,0,8.99,3.8,28.0,0.0,31.051
2023-08-03,sub,Sub / Sandwich,Fresh Foods,3,,0,81.4,sunny,0,1,29.0,24.0,5.0,0,5.99,1.8,24.0,0.0,25.804
2023-08-04,pizza-whole,Whole Pizza,Pizza,4,,0,81.6,sunny,0,0,27.0,27.0,0.0,1,7.99,2.6,32.0,5.0,28.762
2023-08-04,pizza-slice,Pizza Slice,Pizza,4,,0,81.6,sunny,0,0,48.0,31.0,17.0,0,3.49,0.9,31.0,0.0,33.779
2023-08-04,doughnut,Doughnut,Bakery,4,,0,81.6,sunny,0,0,96.0,70.0,26.0,0,1.19,0.25,70.0,0.0,83.96
2023-08-04,cake,Cake,Bakery,4,,0,81.6,sunny,0,0,6.0,4.0,2.0,0,12.99,4.5,4.0,0.0,5.458
2023-08-04,bread,Bread Loaf,Bakery,4,,0,81.6,sunny,0,0,29.0,29.0,0.0,1,3.99,1.1,33.0,4.0,28.189
2023-08-04,rotisserie,Rotisserie Chicken,Hot Foods,4,,0,81.6,sunny,0,0,36.0,31.0,5.0,0,7.99,3.2,31.0,0.0,33.533
2023-08-04,hotbar-lb,Hot Bar (per lb),Hot Foods,4,,0,81.6,sunny,0,0,45.0,40.6,4.399999999999999,0,9.99,3.5,40.6,0.0,38.235
2023-08-04,sushi,Sushi Roll,Fresh Foods,4,,0,81.6,sunny,0,0,39.0,34.0,5.0,0,8.99,3.8,34.0,0.0,38.037
2023-08-04,sub,Sub / Sandwich,Fresh Foods,4,,0,81.6,sunny,0,0,30.0,22.0,8.0,0,5.99,1.8,22.0,0.0,26.81
2023-08-05,pizza-whole,Whole Pizza,Pizza,5,,0,89.1,cloudy,0,0,31.0,31.0,0.0,1,7.99,2.6,32.0,1.0,24.828
2023-08-05,pizza-slice,Pizza Slice,Pizza,5,,0,89.1,cloudy,0,0,32.0,24.0,8.0,0,3.49,0.9,24.0,0.0,25.18
2023-08-05,doughnut,Doughnut,Bakery,5,,0,89.1,cloudy,0,0,132.0,102.0,30.0,0,1.19,0.25,102.0,0.0,105.879
2023-08-05,cake,Cake,Bakery,5,,0,89.1,cloudy,0,0,9.0,9.0,0.0,1,12.99,4.5,10.0,1.0,7.001
2023-08-05,bread,Bread Loaf,Bakery,5,,0,89.1,cloudy,0,0,34.0,24.0,10.0,0,3.99,1.1,24.0,0.0,28.102
2023-08-05,rotisserie,Rotisserie Chicken,Hot Foods,5,,0,89.1,cloudy,0,0,32.0,32.0,0.0,1,7.99,3.2,32.0,0.0,28.48
2023-08-05,hotbar-lb,Hot Bar (per lb),Hot Foods,5,,0,89.1,cloudy,0,0,30.0,30.0,0.0,1,9.99,3.5,31.4,1.3999999999999986,26.76
2023-08-05,sushi,Sushi Roll,Fresh Foods,5,,0,89.1,cloudy,0,0,37.0,35.0,2.0,0,8.99,3.8,35.0,0.0,30.145
2023-08-05,sub,Sub / Sandwich,Fresh Foods,5,,0,89.1,cloudy,0,0,22.0,20.0,2.0,0,5.99,1.8,20.0,0.0,20.635
2023-08-06,pizza-whole,Whole Pizza,Pizza,6,,0,91.7,sunny,0,0,29.0,21.0,8.0,0,7.99,2.6,21.0,0.0,24.275
2023-08-06,pizza-slice,Pizza Slice,Pizza,6,,0,91.7,sunny,0,0,32.0,30.0,2.0,0,3.49,0.9,30.0,0.0,27.764
2023-08-06,doughnut,Doughnut,Bakery,6,,0,91.7,sunny,0,0,132.0,132.0,0.0,1,1.19,0.25,150.0,18.0,144.443
2023-08-06,cake,Cake,Bakery,6,,0,91.7,sunny,0,0,7.0,6.0,1.0,0,12.99,4.5,6.0,0.0,7.037
2023-08-06,bread,Bread Loaf,Bakery,6,,0,91.7,sunny,0,0,31.0,31.0,0.0,1,3.99,1.1,43.0,12.0,32.95
2023-08-06,rotisserie,Rotisserie Chicken,Hot Foods,6,,0,91.7,sunny,0,0,60.0,60.0,0.0,1,7.99,3.2,60.0,0.0,52.147
2023-08-06,hotbar-lb,Hot Bar (per lb),Hot Foods,6,,0,91.7,sunny,0,0,40.0,37.3,2.700000000000003,0,9.99,3.5,37.3,0.0,35.132
2023-08-06,sushi,Sushi Roll,Fresh Foods,6,,0,91.7,sunny,0,0,30.0,27.0,3.0,0,8.99,3.8,27.0,0.0,33.252
